epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
118,53473.1,1.00502,1.47722,1.21966,0.00868,0.62214,0.47107,0.4132,0.37679,0.20064,0.44345,0.37611,0.32824,0.14672,1.66594,1.56997,1.86132,0.04513,0,0.000672675,0.000672675,0.000672675
119,53923.2,1.01187,1.46855,1.20775,0.0086,0.60956,0.42439,0.36846,0.35104,0.19175,0.39026,0.32891,0.30305,0.13798,1.63283,1.55963,1.95281,0.04346,0,0.000667789,0.000667789,0.000667789
120,54379.6,1.01322,1.4718,1.20922,0.00849,0.61877,0.45701,0.40026,0.37963,0.21108,0.42577,0.35644,0.33428,0.15649,1.62799,1.56451,1.9079,0.04327,0,0.000662885,0.000662885,0.000662885
121,54832.3,1.01215,1.48166,1.23929,0.00856,0.64504,0.45869,0.42057,0.38725,0.21436,0.42586,0.38011,0.3428,0.16119,1.64294,1.55996,1.84027,0.0438,0,0.000657963,0.000657963,0.000657963
122,55283.3,1.00097,1.44943,1.19784,0.00843,0.61951,0.47041,0.45533,0.40339,0.22366,0.44081,0.41648,0.36047,0.16882,1.67039,1.56129,1.71109,0.04499,0,0.000653025,0.000653025,0.000653025
123,55733.3,0.98566,1.45343,1.20002,0.00859,0.6188,0.46116,0.45691,0.41393,0.2288,0.43017,0.41747,0.36841,0.17277,1.66707,1.55658,1.66597,0.04509,0,0.000648071,0.000648071,0.000648071
124,56185,0.98921,1.43066,1.18019,0.00822,0.60744,0.4804,0.46019,0.4042,0.22278,0.44738,0.42231,0.36005,0.16499,1.6543,1.56279,1.6516,0.04449,0,0.000643101,0.000643101,0.000643101
125,56636.8,0.99595,1.4649,1.19653,0.00845,0.60124,0.50174,0.44957,0.40929,0.22365,0.46695,0.40871,0.36137,0.16432,1.66519,1.56236,1.66238,0.04526,0,0.000638115,0.000638115,0.000638115
126,57087.2,0.99121,1.44281,1.18524,0.0084,0.59737,0.47376,0.44932,0.40122,0.21761,0.43234,0.41132,0.35231,0.15702,1.66679,1.5514,1.7035,0.04569,0,0.000633115,0.000633115,0.000633115
127,57537.9,0.99504,1.44789,1.18868,0.00843,0.60639,0.48986,0.45244,0.40758,0.22324,0.44965,0.4119,0.35819,0.16235,1.66223,1.53753,1.70341,0.04535,0,0.000628101,0.000628101,0.000628101
128,57990.1,0.99298,1.44599,1.18573,0.00852,0.6019,0.49549,0.43618,0.40507,0.22263,0.45852,0.40133,0.35598,0.16306,1.644,1.54267,1.67691,0.04423,0,0.000623074,0.000623074,0.000623074
129,58443.2,1.002,1.46653,1.19391,0.00846,0.61736,0.47505,0.45948,0.41386,0.22813,0.43592,0.41486,0.36129,0.16495,1.64427,1.54254,1.65887,0.04404,0,0.000618034,0.000618034,0.000618034
130,58896.3,0.98028,1.44657,1.17132,0.0083,0.59748,0.47467,0.44357,0.41462,0.22923,0.43625,0.40269,0.36212,0.16708,1.63812,1.54177,1.64186,0.04367,0,0.000612981,0.000612981,0.000612981
131,59349.2,0.98978,1.4499,1.17434,0.00831,0.58623,0.46302,0.44369,0.41158,0.22679,0.41972,0.40253,0.35547,0.16327,1.63876,1.54399,1.6532,0.0438,0,0.000607916,0.000607916,0.000607916
132,59801.4,0.99444,1.45946,1.18205,0.00833,0.59498,0.45303,0.45345,0.41283,0.22841,0.40903,0.40971,0.35872,0.16435,1.63744,1.54647,1.65322,0.04371,0,0.00060284,0.00060284,0.00060284
133,60254.5,0.98254,1.45517,1.18157,0.00817,0.59659,0.42926,0.43555,0.39821,0.22021,0.38687,0.39169,0.34618,0.1559,1.63252,1.55313,1.63472,0.04358,0,0.000597754,0.000597754,0.000597754
134,60721.6,0.98035,1.42959,1.15074,0.00809,0.59664,0.43558,0.44361,0.40062,0.22006,0.39705,0.39426,0.34511,0.15525,1.63458,1.54479,1.63901,0.04372,0,0.000592657,0.000592657,0.000592657
135,61195.3,0.98055,1.4294,1.16501,0.00816,0.60222,0.47612,0.44225,0.39762,0.2132,0.45055,0.39915,0.34681,0.15076,1.63804,1.53845,1.66854,0.04415,0,0.000587551,0.000587551,0.000587551
136,61671.3,0.99585,1.43968,1.19167,0.00832,0.61259,0.49857,0.43373,0.39459,0.21325,0.45757,0.38754,0.34056,0.15056,1.62476,1.53607,1.69663,0.04331,0,0.000582435,0.000582435,0.000582435
137,62147.2,0.9866,1.4357,1.17748,0.00829,0.59473,0.46559,0.43345,0.39511,0.21615,0.42896,0.39284,0.34504,0.15386,1.61345,1.53312,1.72334,0.04266,0,0.000577311,0.000577311,0.000577311
138,62624.8,0.97366,1.42952,1.13897,0.0083,0.57379,0.45507,0.43034,0.38551,0.21411,0.41939,0.38817,0.33626,0.15208,1.61258,1.53565,1.72486,0.04257,0,0.000572179,0.000572179,0.000572179
139,63112.2,0.97601,1.42724,1.15339,0.00822,0.58226,0.43733,0.41732,0.37859,0.2092,0.40273,0.37917,0.3284,0.14611,1.61199,1.53811,1.71835,0.04258,0,0.00056704,0.00056704,0.00056704
140,63603.6,0.97024,1.42232,1.13311,0.00811,0.57189,0.42789,0.42379,0.37649,0.20883,0.39537,0.37665,0.32529,0.14578,1.6115,1.54285,1.7171,0.04252,0,0.000561894,0.000561894,0.000561894
141,64095.7,0.96486,1.41412,1.14327,0.00801,0.58948,0.4232,0.43068,0.39038,0.21925,0.37911,0.38994,0.33979,0.15572,1.60213,1.54566,1.70991,0.04198,0,0.000556742,0.000556742,0.000556742
142,64581.1,0.97462,1.42235,1.1557,0.00822,0.58229,0.4527,0.43825,0.39951,0.22594,0.41618,0.3949,0.34866,0.16175,1.59737,1.54518,1.68465,0.04182,0,0.000551584,0.000551584,0.000551584
143,65060.7,0.9754,1.41171,1.15825,0.00811,0.59414,0.48823,0.44332,0.41165,0.23338,0.45259,0.40217,0.36245,0.16918,1.59664,1.5478,1.65822,0.04171,0,0.000546421,0.000546421,0.000546421
144,65532.5,0.96422,1.42629,1.14393,0.00796,0.57845,0.4785,0.45456,0.41174,0.23408,0.43951,0.41066,0.36142,0.16975,1.59666,1.54157,1.6375,0.04174,0,0.000541253,0.000541253,0.000541253
145,66014.7,0.95914,1.42704,1.1228,0.00795,0.55742,0.48385,0.45935,0.41014,0.23393,0.44132,0.41773,0.35892,0.16862,1.59685,1.53426,1.62398,0.04183,0,0.000536081,0.000536081,0.000536081
